Klient;ID aukcie;ID ucastnika;Hodnota
1122;2461;10032;409000
1122;2461;10033;401000
1122;2461;10035;402000
1122;2462;7605;58000
1122;2462;7611;97300
1122;2463;7605;49500
1122;2464;9077;551758
1122;2464;9085;555831
1122;2464;9927;494965
1122;2464;10037;540385
1122;2465;7604;129800
1122;2465;7611;283000
1122;2466;7604;144800
1122;2466;7611;239500
1122;2467;7604;188800
1122;2467;7611;170000
1122;2468;9270;347258
1122;2468;9904;299554
1122;2468;9974;362720
1122;2469;7604;118800
1122;2469;7605;123000
1122;2469;7611;135200
1122;2470;8979;5473916.14
1122;2470;8980;4978032
1122;2470;9034;5043077
1122;2470;10039;5214821
1122;2471;10029;12000
1122;2472;9085;3115000
1122;2472;9088;3227000
1122;2472;9089;3203350
1122;2472;9090;3212000
1122;2472;9991;3340000
1122;2472;9995;3241000
1122;2473;9060;4720000
1122;2473;10013;4655000
1122;2473;10040;4850000
1122;2473;10041;4615000
1122;2474;7604;104800
1122;2474;7605;149000
1122;2474;7611;150500
1122;2475;10043;136007.25
1122;2475;10045;109899
1122;2475;10062;106116
1122;2475;10064;126800
1122;2477;10059;1700
1122;2477;10060;1730
1122;2478;10032;288520
1122;2478;10035;148290
1122;2478;10052;281755
1122;2478;10053;50400
1122;2478;10054;145050
1122;2478;10055;108805
1122;2478;10057;149750
1122;2478;10058;202025
1122;2479;9221;1098466.3
1122;2480;9077;325000
1122;2480;9085;328200
1122;2480;9927;317000
1122;2480;9928;333000
1122;2482;7611;675800
1122;2483;7605;586000
1122;2483;7611;621500
1122;2484;9031;398500
1122;2484;9085;334600
1122;2484;9089;315000
1122;2484;10068;450000
1122;2485;9192;0.43
1122;2485;9193;0.38
1122;2485;9194;1.22
1122;2485;9195;0.6
1122;2485;9196;0.47
1122;2485;9197;1.2
1122;2485;9198;0.68
1122;2485;9920;1.59
1122;2485;10010;0.86
1122;2485;10012;0.4
1122;2486;9066;53274.12
1122;2486;9195;47545.72
1122;2486;9197;52701.28
1122;2486;9198;45254.36
1122;2486;9920;81343.28
1122;2486;10012;40098.8
1122;2487;9000;925000
1122;2487;9221;8850
1122;2488;10076;13690800
1122;2488;10077;9005970
1122;2488;10078;6381000
1122;2488;10079;15064200
1122;2488;10081;6625200
1122;2488;10082;7620000
1122;2488;10083;898400
1122;2488;10084;5395434
1122;2488;10085;4452000
1122;2488;10086;12853800
1122;2488;10087;10005000
1122;2488;10088;14157300
1122;2488;10090;11935296
1122;2488;10091;1188480
1122;2488;10092;3792600
1122;2488;10093;14091600
1122;2488;10094;2737200
1122;2488;10096;9412500
1122;2488;10097;56160
1122;2489;7381;11880000
1122;2489;8090;11616000
1122;2490;7604;78800
1122;2490;10069;175600
1122;2491;10098;3503681.8181818
1122;2491;10099;2929230.7692307
1122;2491;10100;2829545.4545455
1122;2491;10101;3158454.5454546
1122;2491;10103;2477045.4545454
1122;2491;10104;2809090.909091
1122;2491;10105;3104022.7272727
1122;2493;8090;80197.6
1122;2493;8108;50982.76
1122;2494;7604;170780
1122;2494;7611;175000
1122;2494;10075;196000
1122;2495;7604;75000
1122;2495;10069;98500
1122;2496;7604;58580
1124;2270;10982;798760
1124;2270;10983;853333.33333333
1124;2270;10989;887664.86
1124;2271;10993;229590.68
1124;2275;10996;987280
1124;2279;10996;82500
1124;2282;7840;1143134.5
1124;2282;7841;709771
1124;2282;7842;441382.5
1124;2282;7843;1181469.5
1124;2282;10997;203457
1124;2282;11013;183576
1124;2282;11017;495840
1124;2283;10167;746859.06
1124;2283;10545;767362.73
1124;2283;10546;788618.61
1124;2283;11015;746515.29
1124;2284;10994;100000
1124;2284;11016;100000
1124;2286;10549;603000
1124;2287;10550;417500
1124;2290;10993;186500
1124;2291;11018;234000
1124;2292;10993;587205
1124;2292;11019;587400
1124;2294;11020;434550
1124;2295;10996;82000
1124;2296;10988;89500
1124;2297;11021;54500
1124;2298;11023;81498
1124;2298;11025;65330
1124;2298;11027;65800
1124;2304;11032;84882
1124;2305;11034;276450
1124;2305;11035;247500
1124;2305;11036;219303.4
1124;2307;11044;35899029
1124;2307;11045;35680848
1124;2307;11046;37773288
1124;2307;11047;62770744.34
1124;2307;11049;45229587
1124;2308;11034;259450
1124;2309;11035;200500
1124;2310;11036;196015.6
1124;2311;10993;140000
1124;2313;10993;172090
1124;2315;11019;214043.85
1124;2316;7844;56308
1124;2316;10551;50534
1124;2318;10994;4892.8
1124;2318;11016;4893.9
1124;2319;7843;1144
1124;2319;11013;660
1124;2319;11055;853.84
1124;2319;11057;972
1124;2320;10551;49734
1124;2321;7844;56108
1124;2322;11055;838.84
1124;2324;10993;215620
1124;2324;11017;334570
1124;2324;11018;176800
1124;2324;11019;417506
1124;2326;11061;21620
1124;2327;10161;54665
1124;2327;10162;55250
1124;2327;10163;52975
1124;2329;10981;70850
1124;2330;11066;22100
1124;2332;11020;528800
1124;2333;11068;674840
1124;2336;10546;776980
1124;2336;11015;777026.02
1124;2336;11072;839418.45
1124;2337;10162;54808
1124;2337;10163;53001
1124;2338;11073;80276
1124;2340;11074;74900
1124;2342;7844;67967.19
1124;2343;10549;1250687.6
1124;2343;10550;1409786.76
1124;2344;10550;449799.02
1124;2349;10550;398306.86
1124;2354;10550;1050099.85
1124;2355;10549;898203.45
1124;2356;11074;169500
1124;2372;11075;100000
1124;2372;11076;104000
1124;2373;11035;129100
1124;2374;11075;100109.83
1124;2375;11075;19086.46
1124;2377;10548;387220.9
1124;2378;11077;340779
1124;2379;11078;33630
1124;2382;11079;27850
1124;2383;11035;460300
1124;2384;11074;445000
1124;2385;11074;425000
1124;2387;10161;0.26
1124;2387;10162;1061424.698
1124;2387;10163;1061424.592
1124;2387;11062;1061424.714
1124;2387;11081;1061424.663
1124;2389;11083;68000
1124;2391;11086;16473.1
1124;2392;10550;603300
1124;2393;10550;277039.44
1124;2394;10549;738145.44
1124;2395;10549;310174.06
1124;2398;10549;693145.44
1124;2399;10550;598300
1124;2400;11087;158794
1124;2400;11088;157938.32
1124;2402;11044;46601040
1124;2402;11045;16000000
1124;2402;11046;15978450
1124;2402;11047;50787071
1124;2402;11048;15525529
1124;2402;11089;65403600
1124;2403;11016;20000
1124;2404;11090;339101
1124;2405;10989;113467.44
1124;2406;10996;141303.6
1124;2407;10989;105467.44
1124;2410;11091;32250
1124;2412;11092;160000
1127;2326;10377;49712.5
1127;2327;10376;44060
1127;2328;10375;42319.34
1127;2329;10378;7996.2
1127;2329;10379;9770.5
1127;2329;10380;9993.5
1127;2329;10381;10520.3
1127;2329;10382;8968.52
1127;2332;8438;759500
1127;2332;8439;756900
1127;2332;10374;756100
1129;2703;10483;150123
1129;2703;10484;199668
1129;2703;10485;179525
1129;2704;10483;271164
1129;2704;10484;279956
1129;2704;10485;249500
1129;2707;10483;2108202
1129;2707;10484;1906650
1129;2707;10485;2037193
1129;2708;10190;33502
1129;2708;10191;57567
1129;2708;10192;68964
1129;2709;10189;147794
1129;2709;10190;137073
1129;2709;10192;124550
1129;2710;10189;952180
1129;2710;10190;1050475
1129;2710;10191;994456
1129;2710;10192;1968205
1129;2711;10189;1174942
1129;2711;10190;1503880
1129;2711;10191;1151564
1129;2711;10192;2322426
1129;2712;10190;1500812
1129;2712;10191;2915345
1129;2712;10192;1326169
1129;2713;10189;859970
1129;2713;10190;810882
1129;2713;10191;1197762
1129;2713;10192;926600
1129;2714;10490;70994
1129;2714;10491;86343
1129;2715;10189;5540291
1129;2715;10190;5650711
1129;2715;10191;5809663
1129;2715;10192;5877458
1129;2716;10189;695485
1129;2716;10191;997995
1129;2716;10192;1028235
1129;2717;11699;11910
1129;2717;11700;9270
1129;2719;10189;272405
1129;2719;10190;230730
1129;2719;10195;199957
1129;2720;10190;476236
1129;2720;10191;484346
1129;2720;10192;555589
1129;2720;10194;437965
1129;2721;10195;325872
1129;2722;10189;585287
1129;2722;10190;396237
1129;2722;10191;460875
1129;2722;10192;740034
1129;2723;10189;537002
1129;2723;10190;622584
1129;2723;10191;426650
1129;2724;10189;279830
1129;2724;10190;232409
1129;2724;10191;290207
1129;2724;10192;457344
1129;2724;10195;223926
1129;2725;10189;1476187
1129;2725;10190;1302990
1129;2725;10191;1404011
1129;2726;10189;116141
1129;2726;10190;120357
1129;2726;10191;110247
1129;2726;10192;204353
1129;2727;11703;156792
1129;2728;10201;196279
1129;2728;11107;229529
1129;2729;10189;7991634
1129;2729;10190;8800398
1129;2729;10191;8501230
1129;2729;10192;8599519
1129;2729;11704;8787147
1129;2730;10189;116600
1129;2730;10190;105180
1129;2730;10195;98780
1129;2731;10189;172596
1129;2731;10190;67632
1129;2731;10192;289001
1129;2731;11706;85155
1129;2732;10189;189329
1129;2732;10190;156880
1129;2732;10191;177804
1129;2732;10192;186449
1129;2733;10642;80304
1129;2734;10189;191223
1129;2734;10190;176705
1129;2734;10191;198796
1129;2734;10192;251651
1129;2735;10189;129313
1129;2735;10190;186257
1129;2735;10191;157570
1129;2735;11649;137161
1129;2735;11650;127910
1129;2737;10189;4751144
1129;2737;10190;4376315
1129;2737;10191;5094597
1129;2737;10192;6901000
1129;2737;11660;3932789
1129;2737;11661;4804950
1129;2738;10490;132822
1129;2738;11633;130500
1129;2739;10642;443736
1129;2740;10201;199722
1129;2740;11107;240181
1129;2741;10483;46317
1129;2741;10642;32189
1129;2742;11107;154695
1129;2743;10483;96972
1129;2743;10642;75198
1129;2744;10483;833913
1129;2744;10484;901586
1129;2744;10485;866100
1129;2745;10189;453763
1129;2745;10191;542903
1129;2745;10192;525244
1129;2746;10189;34758
1129;2746;10190;60641
1129;2746;10191;34699
1129;2747;10189;298284
1129;2747;10190;295879
1129;2747;10191;350787
1129;2748;10189;51470
1129;2748;10190;58093
1129;2748;10194;48807
1129;2749;10189;518954
1129;2749;10190;481917
1129;2749;10192;553636
1129;2751;10189;55562
1129;2751;10190;45195
1129;2751;10191;44738
1129;2753;10190;322790
1129;2753;10193;314905
1129;2754;10191;101565
1129;2755;10190;59175
1129;2755;10191;99480
1129;2756;10189;1242650
1129;2756;10190;559084
1129;2756;10192;1149160
1129;2757;10190;364859
1129;2757;10191;561620
1129;2757;10194;367085
1129;2758;10189;2452496
1129;2758;10190;2502207
1129;2758;10191;2626700
1129;2758;10192;2695522
1129;2759;10190;361338
1129;2759;10192;459264
1129;2759;10194;393133
1129;2760;10189;199846
1129;2760;10190;116311
1129;2760;10191;212537
1129;2760;10192;199188
1129;2761;10190;623518
1129;2761;11649;556452
1129;2762;10189;1112568
1129;2762;10190;900049
1129;2762;10191;1050836
1129;2762;11649;850934
1129;2762;11650;924321
1129;2763;10189;240006
1129;2763;10190;281882
1129;2763;10191;429300
1129;2763;10194;222642
1129;2763;11712;259879
1129;2764;10189;110655
1129;2764;10191;172851
1129;2765;10189;1790828
1129;2765;10190;2087200
1129;2765;10191;1954043
1129;2765;10192;2004595
1129;2766;10189;649746
1129;2766;10190;567325
1129;2766;10191;642704
1129;2767;10189;2241876
1129;2767;10190;2118585
1129;2767;10191;2449203
1129;2767;10192;2008585
1129;2768;10189;2250258
1129;2768;10190;2129122
1129;2768;10191;2288314
1129;2768;10192;2249600
1129;2769;10490;88731
1129;2769;10491;115103
1129;2769;10493;86934
1129;2770;10490;58266
1129;2770;10491;87882
1129;2771;10490;265650
1129;2771;11637;140058
1129;2772;10490;71873
1129;2772;10491;95168
1129;2772;10493;94589
1129;2773;10484;325412
1129;2773;10485;343240
1129;2774;10484;651572
1129;2774;10485;645200
1129;2775;10189;165302
1129;2775;10190;111919
1129;2775;10191;83458
1129;2776;10490;90685
1129;2776;10491;91736
1129;2776;10493;166518
1129;2777;10490;89037
1129;2777;10491;98034
1129;2777;10493;165313
1129;2778;10483;31505
1129;2778;10642;38490
1129;2779;10483;2803518
1129;2779;10484;2682876
1129;2779;10485;2803864
1129;2780;10483;1618458
1129;2780;11107;1436676
1129;2781;10483;1098152
1129;2781;11107;956127
1129;2782;10483;1189386
1129;2782;10484;1068926
1129;2782;10485;1029900
1129;2783;10189;257254
1129;2783;10190;333256
1129;2783;10191;321947
1129;2783;10192;346000
1129;2784;10189;454902
1129;2784;10190;384927
1129;2784;10192;435027
1129;2785;10189;3385496
1129;2785;10190;3152434
1129;2785;10191;3295676
1129;2785;10192;3365444
1129;2786;10354;31000
1129;2787;10189;20587427
1129;2787;10190;20042057
1129;2787;10191;22887132
1129;2787;10192;22879544
1129;2787;11679;19440371
1129;2788;10189;294093
1129;2788;10190;173857
1129;2788;10191;313503
1129;2789;10190;126884
1129;2789;10191;138320
1129;2789;10195;111011
1129;2790;10190;99276
1129;2790;10194;93496
1129;2791;10189;86662
1129;2791;10190;95547
1129;2791;10191;267987
1129;2791;10192;227354
1129;2792;10189;2710964
1129;2792;10190;2570369
1129;2792;10191;2698476
1129;2792;10192;3562316
1129;2792;10195;2551488
1129;2793;10189;83544
1129;2793;10190;53089
1129;2793;10191;79960
1129;2793;10192;102550
1129;2794;10189;3238762
1129;2794;10190;2962953
1129;2794;10191;3521902
1129;2794;10192;3824554
1129;2797;11107;995909
1129;2798;11107;681534
1129;2799;10189;69788
1129;2799;10190;50176
1129;2799;10191;44738
1129;2800;10189;187263
1129;2800;10190;160358
1129;2800;10191;274118
1129;2800;11706;129350
1129;2802;10189;598559
1129;2802;10190;341051
1129;2802;10191;468117
1129;2804;10490;115610
1129;2804;10491;104959
1129;2804;10493;138655
1129;2804;11715;101739
1129;2805;10189;229706
1129;2805;10190;308004
1129;2805;10191;250354
1129;2806;10490;569619
1129;2806;10491;539998
1129;2806;10493;520201
1129;2807;10483;408948
1129;2807;10484;450576
1129;2807;10485;438180
1129;2808;10189;161423
1129;2808;10190;135854
1129;2808;10191;210057
1129;2809;10189;418572
1129;2809;10195;398115
1129;2809;11650;340931
1129;2810;10189;1390884
1129;2810;10190;1342061
1129;2810;10191;2099231
1129;2810;10195;1069518
1129;2811;10189;453981
1129;2811;10190;397035
1129;2811;10191;498508
1129;2812;10490;99329
1129;2812;10491;92680
1129;2813;10490;96811
1129;2813;10491;89084
1129;2814;10490;96311
1129;2814;10491;79604
1129;2815;10189;910770
1129;2815;10190;1049606
1129;2815;10191;995008
1129;2815;10192;1068763
1129;2816;10189;273903
1129;2816;10191;228890
1129;2817;10485;359140
1129;2818;10189;940924
1129;2818;10190;959077
1129;2818;10191;888461
1129;2818;10192;973024
1129;2819;10189;394453
1129;2819;10190;408466
1129;2819;10191;370938
1129;2819;10192;415680
1129;2820;10189;1073977
1129;2820;10191;1116438
1129;2820;10192;1112076
1129;2820;10195;1029699
1129;2821;10189;242496
1129;2821;10190;219982
1129;2821;10191;262061
1129;2821;10192;274920
1129;2822;10189;531581
1129;2822;10190;515097
1129;2822;10191;488745
1129;2822;10192;543569
1129;2823;10189;470698
1129;2823;10190;459377
1129;2823;10191;478165
1129;2823;10192;438928
1129;2824;10189;5185692
1129;2824;10190;4650316
1129;2824;10191;5080220
1129;2824;10192;4998869
1129;2826;11660;206344
1129;2827;10190;152041
1129;2827;10191;176584
1129;2827;10194;116078
1129;2828;10190;155041
1129;2828;10191;176584
1129;2828;10194;135751
1129;2829;10483;374366
1129;2829;10642;345594
1129;2829;11107;332931
1129;2830;10190;620311
1129;2830;10194;549734
1129;2830;10195;609650
1129;2831;10354;67000
1129;2831;11718;61000
1129;2832;10190;169711
1129;2832;10194;181494
1129;2832;10195;154271
1129;2833;10189;204729
1129;2833;10190;163018
1129;2833;10191;184102
1129;2834;10189;1951923
1129;2834;10190;2462433
1129;2834;10191;2449442
1129;2834;10192;3669665
1129;2835;10189;495330
1129;2835;10190;480169
1129;2835;10191;433666
1129;2835;10192;665192
1129;2836;10189;285195
1129;2836;10190;250435
1129;2836;10191;312181
1129;2836;10192;300101
1129;2837;10189;1744453
1129;2837;10191;2206750
1129;2837;10192;2277490
1129;2838;10189;643246
1129;2838;10190;711355
1129;2838;10191;643890
1129;2838;10192;1021188
1129;2838;11663;123164
1129;2839;10190;169559
1129;2839;10191;135745
1129;2839;10194;115644
1129;2840;10189;272402
1129;2840;10190;386575
1129;2840;10191;273277
1129;2840;10192;401730
1129;2840;11720;90000
1129;2841;10189;675954
1129;2841;10190;586953
1129;2841;10191;619424
1129;2841;10192;761716
1129;2842;10189;3222080
1129;2842;10190;3602251
1129;2842;10191;1996131
1129;2842;10192;3389610
1129;2842;10193;3073049
1129;2843;10490;84979
1129;2843;10491;87133
1129;2844;10189;380300
1129;2844;10190;390604
1129;2844;10191;344846
1129;2844;10192;1601266
1129;2845;10166;1972022
1129;2845;10168;2211430
1129;2845;11714;1899324
1129;2846;10189;987742
1129;2846;10191;1116438
1129;2846;10192;1112076
1129;2846;10195;1029699
1129;2847;10189;1848700
1129;2847;10191;1867225
1129;2848;10483;1210675
1129;2848;10484;1152736
1129;2848;10485;1269780
1129;2849;10483;271164
1129;2849;10484;276116
1129;2849;10485;253780
1129;2850;10483;388000
1129;2850;10484;380555
1129;2850;10485;418873
1129;2851;10483;255220
1129;2851;10484;288300
1129;2851;10485;275775
1129;2852;10490;53807
1129;2852;10491;79142
1129;2852;10493;95408
1129;2853;10490;323160
1129;2853;10493;1095023
1129;2853;11691;470737
1129;2854;10189;4589188
1129;2854;10190;4198751
1129;2854;10191;4652111
1129;2854;10192;4937638
1129;2855;10189;720033
1129;2855;10190;859320
1129;2855;10191;565734
1129;2855;10192;1081077
1129;2855;11649;499502
1129;2855;11727;241000
1129;2856;10191;250700
1129;2859;10191;855000
1129;2859;10195;549850
1129;2859;11730;656750
1129;2860;10191;211516
1129;2861;10189;904914
1129;2861;10190;819750
1129;2861;10191;884840
1129;2861;10192;1512020
1129;2862;10189;307062
1129;2862;10191;345174
1129;2862;10192;417584
1129;2863;10190;1127928
1129;2863;10191;845812
1129;2863;10192;1154894
1129;2863;10194;790406
1129;2864;10166;801500
1129;2864;10168;971000
1129;2864;11714;1587112
1129;2865;10189;129253
1129;2865;10190;190533
1129;2865;10191;139040
1129;2865;11649;123552
1129;2865;11650;117765
1129;2866;10166;1200
1129;2866;10168;48000
1129;2866;11714;110
1129;2867;10166;79000
1129;2867;10168;197000
1129;2867;11714;132624
1129;2868;10189;101386
1129;2868;10190;121531
1129;2868;10191;122673
1129;2868;10192;240596
1129;2869;10201;86582
1129;2869;11107;115710
1129;2870;10201;215050
1129;2870;10490;216205
1129;2870;11107;233430
1129;2871;10490;93853
1129;2871;10491;92542
1129;2872;10490;30980
1129;2872;11107;34804
1129;2873;10189;224530
1129;2873;10190;262280
1129;2873;10191;256401
1129;2873;10192;429303
1129;2874;10189;987064
1129;2874;10190;612339
1129;2874;10191;744879
1129;2874;11649;661145
1129;2875;10189;859702
1129;2875;10191;914347
1129;2875;10192;897856
1129;2876;10189;189740
1129;2877;10483;2021428
1129;2877;11107;1907975
1129;2878;10483;98436
1129;2878;10642;127863
1129;2879;10483;160402
1129;2879;10642;148338
1129;2880;10483;488445
1129;2880;10484;526353
1129;2880;10485;537723
1129;2881;10483;713952
1129;2881;10484;681336
1129;2881;10485;658680
1129;2882;10483;843324
1129;2882;10484;831079
1129;2882;10485;885285
1129;2883;10483;200508
1129;2883;10484;220392
1129;2883;10485;219569
1129;2884;10483;1325558
1129;2884;11107;1255659
1129;2884;11735;1060136
1129;2885;11107;223696
1129;2885;11735;233885
1129;2886;10483;208733
1129;2886;10484;222194
1129;2886;10485;228628
1129;2887;10491;38982
1129;2887;11732;38982
1129;2888;10490;119730
1129;2889;10195;0
1129;2890;10490;385118
1129;2890;11107;572637
1129;2890;11732;502176
1129;2891;10201;236935
1129;2891;10483;504112
1129;2891;10490;371735
1129;2891;11107;329622
1129;2891;11732;249041
1129;2892;10483;469207
1129;2892;10484;449828
1129;2892;10485;479513
1129;2893;10483;824212
1129;2893;10484;846208
1129;2893;10485;810553
1129;2894;10483;461150
1129;2894;10484;472124
1129;2894;10485;444193
1129;2895;10483;713499
1129;2895;10484;764712
1129;2895;10485;760280
1129;2896;11732;331655
1129;2897;10189;390556
1129;2897;10190;469388
1129;2897;10191;527727
1129;2897;10192;998528
1129;2898;10189;924127
1129;2898;10190;989794
1129;2898;10191;1040828
1129;2898;10192;1108931
1129;2899;10191;632293
1129;2899;10192;1005791
1129;2900;10642;242173
1129;2901;11107;542418
1129;2902;10490;716735
1129;2902;10491;734115
1129;2902;11732;558830
1129;2903;10490;98275
1129;2903;10493;130396
1129;2903;11729;113980
1129;2904;10201;52640
1129;2904;10490;91549
1129;2904;10493;125153
1129;2904;11107;74052
1129;2905;10490;97371
1129;2905;10491;125433
1129;2905;10493;118866
1129;2906;10189;150000
1129;2906;10190;129520
1129;2906;10191;155600
1129;2907;10490;622949
1129;2907;10491;561748
1129;2907;10493;594842
1129;2908;10189;177376
1129;2908;10190;161211
1129;2908;10191;181840
1129;2910;10189;64122
1129;2910;10190;60500
1129;2910;10191;70705
1129;2911;10189;993376
1129;2911;10191;1958715
1129;2912;10189;182734
1129;2912;10190;156328
1129;2912;10191;228525
1129;2912;10192;411840
1129;2912;11649;152750
1129;2912;11748;170000
1129;2913;10189;151265
1129;2913;10190;184140
1129;2913;10191;193181
1129;2914;10189;185073
1129;2914;10190;212576
1129;2914;10191;222320
1129;2915;10483;1137216
1129;2915;10484;1101480
1129;2915;10485;1171540
1129;2916;10483;256316
1129;2916;10484;267124
1129;2916;10485;290742
1129;2917;10483;465445
1129;2917;10484;437060
1129;2917;10485;508541
1129;2918;10189;635319
1129;2918;10190;473307
1129;2918;10191;623367
1129;2918;10192;889264
1129;2918;11753;556798
1129;2919;10493;45497
1129;2919;11107;34212
1129;2920;10191;668115
1129;2920;11650;555932
1129;2921;10191;690041
1129;2921;11650;577827
1129;2922;10189;215862
1129;2922;10190;141502
1129;2922;10191;212008
1129;2922;10192;350146
1129;2923;10189;459508
1129;2923;10191;399953
1129;2924;10189;139997
1129;2924;10190;108884
1129;2924;10191;141900
1129;2924;10195;123338
1129;2925;10189;2561711
1129;2925;10190;2274174
1129;2925;10191;2313721
1129;2926;10189;1092527
1129;2926;10191;1098106
1129;2926;11649;956275
1129;2926;11650;981911
1129;2926;11755;874646
1129;2927;10189;443130
1129;2927;10190;149147
1129;2927;10191;437507
1129;2928;10189;403929
1129;2928;10190;240651
1129;2928;10191;344414
1129;2929;10189;175065
1129;2929;10190;85916
1129;2929;10191;160752
1129;2930;10189;283910
1129;2930;10190;104745
1129;2930;10191;768236
1129;2930;11663;99620
1129;2931;10189;684200
1129;2931;10190;622157
1129;2931;10191;715384
1129;2932;10189;498052
1129;2932;10190;347680
1129;2932;10191;436045
1129;2932;11650;447322
1129;2933;10189;296500
1129;2933;10190;289894
1129;2933;10191;246086
1129;2934;10189;189000
1129;2934;10190;175680
1129;2934;10191;244500
1129;2935;10190;0
1129;2935;10191;2628647
1129;2935;11758;1102198
1129;2936;10189;424976
1129;2936;10190;0
1129;2936;10191;449374
1129;2937;10189;1288867
1129;2937;10190;0
1129;2937;10191;1090982
1129;2937;10195;611361
1129;2938;10490;207776
1129;2938;10493;115752
1129;2938;11107;77236
1129;2939;10189;773808
1129;2939;10190;594842
1129;2939;10191;690392
1129;2939;10192;687489
1129;2940;10490;286290
1129;2940;10493;213303
1129;2940;11107;311361
1129;2940;11729;81702
1129;2941;10490;316583
1129;2941;10491;304089
1129;2941;10493;339067
1129;2942;10490;85440
1129;2942;10491;74809
1129;2942;10493;89930
1129;2943;10490;455902
1129;2944;10490;221469
1129;2944;10491;256787
1129;2944;10493;267725
1129;2945;10490;102822
1129;2945;10491;127727
1129;2945;10493;150957
1129;2946;10490;85963
1129;2946;10491;81643
1129;2946;10493;91720
1129;2947;10189;782521
1129;2947;10190;701506
1129;2947;10191;1116438
1129;2947;10195;502148
1129;2948;10189;409196
1129;2948;10190;372344
1129;2948;10191;418989
1129;2948;10192;409053
1129;2949;10189;146168
1129;2949;10190;142283
1129;2949;10195;137464
1129;2950;10190;1
1129;2950;10195;86150
1129;2951;10189;184603
1129;2951;10190;135258
1129;2951;10191;107721
1129;2952;10190;1134752
1129;2952;10191;1332348
1129;2952;11758;1123482
1129;2953;10190;1
1129;2953;10195;134891
1129;2954;10490;71152
1129;2954;10491;86447
1129;2954;10493;82680
1129;2955;10490;285000
1129;2955;10491;277191
1129;2955;10493;251256
1129;2956;10490;209000
1129;2956;10491;194443
1129;2956;10493;219330
1129;2958;10483;168250
1129;2958;10642;146015
1129;2958;11762;153780
1129;2959;10483;366436
1129;2959;10484;379753
1129;2959;10485;355542
1129;2960;10190;194912
1129;2960;10191;377653
1129;2960;10483;309440
1129;2960;10484;275335
1129;2960;10485;305320
1129;2961;10483;166651
1129;2961;10484;175802
1129;2961;10485;198218
1129;2962;10483;136565
1129;2962;10642;180200
1129;2962;11762;194800
1129;2963;10483;187610
1129;2963;10642;153600
1129;2963;11762;164292
1129;2964;10189;1093000
1129;2964;10190;1190822
1129;2964;10191;1230162
1129;2964;10192;1198439
1129;2966;10189;289840
1129;2966;10190;205123
1129;2967;10189;100438
1129;2967;10190;110689
1129;2971;11765;228400
1129;2971;11767;240500
1129;2971;11768;253550
1129;2971;11770;289000
1129;2978;10189;82850
1129;2978;10190;37687
1129;2978;10191;133145
1130;2621;8900;49730.8
1130;2621;8901;60400
1130;2621;8902;47630
1130;2621;8908;47970
1130;2621;10126;57636
1130;2621;11673;10200
1130;2622;10577;238960
1130;2622;10578;236305
1130;2622;10579;252200
1130;2623;10577;122835
1130;2623;10578;168540
1130;2624;8900;119458.48
1130;2624;8901;137150
1130;2624;8902;91010
1130;2624;8931;36128
1130;2624;10126;106575
1130;2624;10128;110221.16
1130;2625;8900;49225
1130;2625;8902;23025
1130;2625;10128;42791
1130;2625;11673;14635
1130;2626;8900;109593
1130;2626;8901;28235
1130;2626;8902;50890
1130;2626;8930;12650
1130;2626;10126;12750
1130;2626;10128;50477
1130;2626;11673;33485
1130;2627;10577;136250
1130;2627;10578;163920
1130;2628;8900;165235.06
1130;2628;8901;7455
1130;2628;8902;63484
1130;2628;10126;13500
1130;2628;10128;79977.27
1130;2628;10552;4232.5
1130;2628;11673;27605
1130;2628;11674;96208
1130;2628;11676;6745
1130;2628;11681;45200
1130;2628;11683;17000
1144;2974;11194;13700
1144;2974;11437;14501
1144;2974;13679;12700
1144;2974;13680;12751
1144;2975;3744;6395.4
1144;2975;3745;4590
1144;2975;3747;5814
1144;2975;3748;4620.6
1144;2975;3766;7527.6
1144;2975;3771;7650
1144;2976;10553;150000
1144;2976;10554;158750
1144;2976;10558;142500
1144;2976;13122;152500
1144;2976;13270;147500
1144;2976;13685;147500
1144;2977;8059;22190
1144;2977;8062;21465
1144;2977;8063;21700
1144;2977;8066;20675
1144;2977;8142;22295
1144;2977;13244;24500
1144;2978;8061;403.92
1144;2978;13687;7112.2
1144;2978;13688;416.68
1144;2978;13689;12217.2
1144;2979;8059;18550
1144;2979;8061;3450
1144;2979;8062;9225
1144;2979;13270;19675
1144;2981;8059;18450
1144;2981;8062;17580
1144;2981;8063;17550
1144;2981;8066;18200
1144;2981;13244;18690.01
1144;2983;14045;35500
1144;2983;14047;43980
1144;2983;14053;35555
1144;2983;14077;49530
1144;2984;8059;12200
1144;2984;8061;13000
1144;2984;8062;12160
1144;2984;13244;12200
1144;2985;14078;1022
1144;2985;14080;1521.27
1144;2985;14082;161314.99
1144;2985;14084;1205
1144;2985;14085;781.7
1144;2985;14087;1860.78
1144;2985;14088;1395
1144;2985;14090;569.5
1144;2986;10419;196249
1144;2986;10677;196695
1144;2986;14097;202458
1144;2986;14098;265057
1144;2986;14099;262026
1144;2986;14100;253835
1144;2987;3985;206456
1144;2987;10717;209602
1144;2987;13687;207947
1144;2988;8059;18825
1144;2988;8062;18780
1144;2989;8062;24500
1144;2989;8063;24600
1144;2990;8061;1021.575
1144;2990;13213;51121.91
