Klient;ID aukcie;Úèastník;Hodnota
106;5533;8097;16900
106;5534;6899;30.9
106;5535;6914;12745.5
106;5536;9615;50333
106;5536;9616;49973.45
106;5537;8173;12
106;5537;8175;9.8
106;5537;8780;11
106;5537;8173;0.45
106;5537;8175;0.33
106;5537;8780;0.4
106;5538;8170;18804
106;5538;8172;19065
106;5539;5882;129006.32
106;5539;9654;128255
106;5539;9655;129800
106;5540;8925;148199.5
106;5540;8929;149657.33
106;5540;9656;154620.42
106;5541;9657;26250
106;5541;9658;28175
106;5541;9659;27475
106;5542;8907;14790
106;5542;9661;13977.9
106;5543;7797;4990
106;5543;9663;4800
106;5544;6783;2000
106;5545;6639;13500
106;5545;6640;14250
106;5545;6641;15500
106;5546;9664;63158.25
106;5546;9665;67669.55
106;5546;9666;64903.89
106;5550;6783;6000
106;5551;6642;3000
106;5551;6649;3000
106;5552;6642;3000
106;5554;9667;6000
106;5556;6642;3000
106;5556;9669;3000
106;5557;9670;49950
106;5557;9671;53300
106;5557;9672;54900
106;5558;8388;9570
106;5558;9673;12333.6
106;5559;7312;8300
106;5559;7313;10800
106;5560;9631;4500
106;5560;9647;4900
106;5563;9075;17480
106;5563;9675;18400
106;5564;9678;17993.65
106;5565;7173;17482.6
106;5565;9679;18187.76
106;5566;9683;29182.26
106;5567;9677;21991.08
106;5568;8261;65
106;5568;8262;50
106;5568;8264;100
106;5569;8128;1200
106;5570;7440;495000
106;5570;8878;495500
106;5571;9685;46900
106;5571;9686;49300
106;5571;9687;48900
106;5571;9685;50
106;5571;9686;47.57
106;5571;9687;47.96
106;5571;9685;50
106;5571;9686;12.63
106;5571;9687;14.14
106;5571;9685;100
106;5571;9686;60.2
106;5571;9687;62.1
106;5572;9654;56199
106;5572;9688;59945.26
106;5572;9689;56701.2
106;5573;9611;148905.2
106;5573;9612;151327.38
106;5573;9613;156129.48
106;5574;9230;2500
106;5574;9232;3000
106;5574;9660;3000
106;5578;8546;937.9
106;5578;8547;184.38
106;5579;6639;24600
106;5579;6641;24000
106;5579;6755;22800
106;5580;6639;24600
106;5580;6754;20400
106;5580;6755;22800
106;5581;5882;135417.27
106;5581;9654;135099.64
106;5581;9655;135864.12
106;5582;9692;1068
106;5583;9693;7744.5
106;5583;9694;7085.66
106;5583;9695;7203.64
106;5584;9699;11608.16
106;5584;9700;11746
106;5586;9702;15257.72
106;5586;9703;15309.89
106;5586;9704;15309.89
106;5587;9699;15904.95
106;5587;9700;15701.23
106;5588;9700;10968.2
106;5588;9701;10942.58
106;5588;9703;10997.85
106;5589;9699;9419.9
106;5589;9702;9413.32
106;5589;9703;9397.24
106;5590;6886;18200
106;5591;9702;3572.88
106;5591;9703;3572.88
106;5591;9704;3568.26
106;5592;9699;2193.36
106;5592;9703;2193.36
106;5592;9705;2148.02
106;5594;9705;696
106;5594;9706;695.04
106;5595;9702;5084.45
106;5595;9703;5084.45
106;5595;9706;5076.59
106;5596;9693;7117.12
106;5596;9694;8439.39
106;5596;9695;7180.2
106;5597;9693;12210.6
106;5597;9694;12188.8
106;5597;9695;11622.55
106;5598;9693;9399.1
106;5598;9694;10433.98
106;5598;9695;8862.72
106;5599;9074;10632.09
106;5600;9693;6085
106;5600;9695;5425.6
106;5600;9712;5424.43
106;5601;9693;14595.5
106;5601;9695;13369.42
106;5601;9714;16383.95
106;5602;6639;11400
106;5602;6640;9760
106;5602;6641;11600
106;5602;6639;18400
106;5602;6640;19350
106;5602;6641;17410
106;5603;6640;21150
106;5603;6641;19450
106;5603;6755;22040
106;5604;9163;10769.5
106;5604;9721;11438
106;5605;8603;3107.5
106;5605;9693;3862.5
106;5605;9714;4087.5
106;5606;6639;9600
106;5606;6640;9264
106;5606;6641;9504
106;5606;6639;11100
106;5606;6640;11100
106;5606;6641;10711.5
106;5607;9716;14547.26
106;5607;9717;13988.59
106;5608;9716;25928
106;5609;8573;17993.77
106;5609;8574;18460
106;5609;8918;19633
106;5610;9722;49663
106;5612;9685;49100
106;5612;9726;47898
106;5613;5645;49986.5
106;5613;6911;44995.25
106;5613;7104;45199.7
106;5615;6657;29
106;5615;7269;27.2
106;5615;7270;124
106;5616;6657;15.9
106;5616;7232;16.88
106;5616;7234;16.55
106;5617;6810;28690
106;5617;7063;31985.6
106;5618;9457;1977
106;5619;7747;45360
106;5619;8805;69930
106;5621;9731;4348
106;5621;9733;4751
106;5623;8546;937.9
106;5623;8547;1114.89
106;5624;8925;94150
106;5624;8928;99997.38
106;5624;8929;98283.44
106;5625;8381;576
106;5625;8382;672
106;5628;8824;14049.5
106;5628;8827;14755.92
106;5628;9736;14833.02
106;5629;6499;49850
106;5629;9735;49600
106;5629;9737;51000
106;5630;9424;19000
106;5631;9738;7136703.36
106;5632;7401;19797.37
106;5632;7561;19519.83
106;5632;9739;21905.44
106;5633;7401;47027.23
106;5633;7561;36850
106;5634;7041;29155
106;5634;8766;31025
106;5634;8767;30430
106;5635;9742;4328
106;5635;9743;4388
106;5635;9744;4143
106;5636;6513;42600
106;5636;7699;44794.81
106;5636;9138;42999.48
106;5637;9746;1292
106;5638;9692;10800
106;5639;6639;11500
106;5639;6640;14500
106;5639;6641;15000
106;5640;7386;5883
106;5640;8912;6158.24
106;5640;9753;5948.27
106;5640;7386;9683
106;5640;8912;9830
106;5640;9753;9940
106;5640;7386;7901
106;5640;8912;8057.5
106;5640;9753;8087.5
106;5641;5640;13079
106;5644;9756;4993.3
106;5646;9758;90934.54
106;5646;9760;114333.64
106;5647;9763;5000
106;5647;9764;4800
106;5647;9765;3600
106;5648;9496;94507.72
106;5649;6897;1940
106;5649;6898;1431.05
106;5650;9767;791.12
106;5651;6739;16376.31
106;5651;6891;18452.87
106;5651;7015;18985.15
106;5652;8261;423
106;5652;8262;192
106;5652;8264;250
106;5652;8265;270
106;5653;6815;13400
106;5653;9518;14500
106;5659;9775;43791.95
106;5659;9776;39915.75
106;5659;9777;46213.41
106;5660;6911;18000
106;5660;8057;18360
106;5660;8058;18000
106;5660;8059;21280
106;5660;8062;30000
106;5662;9667;9000
106;5663;7042;14706
106;5664;9778;13620
106;5665;9778;25800
106;5666;9778;25200
106;5667;8140;1747.5
106;5667;8141;2140
106;5668;9784;87931.24
106;5668;9785;93621.54
106;5669;9779;9000
106;5669;9780;12200
106;5669;9781;14000
106;5670;5958;52599.99
106;5671;5958;125292.98
106;5671;9788;124947.6
106;5672;7961;24257.85
106;5672;8215;23514.5
106;5672;9358;22266.9
106;5674;8299;490
106;5675;9782;84839.99
106;5677;9789;23000
106;5677;9790;27800
106;5678;9792;38610
106;5678;9793;36750
106;5678;9794;37200
106;5679;9685;48900
106;5679;9726;45920
106;5680;8825;48862.94
106;5680;9796;54548.82
106;5685;7063;2975
106;5687;7853;3750
106;5688;6897;18005
106;5688;7335;14470
106;5688;8185;17995
106;5690;6897;15322.5
106;5690;8185;13844
106;5691;6897;14823.2
106;5691;7335;15736
106;5691;8185;18484
106;5693;9798;19644
106;5693;9799;19068
106;5693;9800;21000
106;5694;9798;19800
106;5694;9799;19416
106;5694;9800;21408
106;5695;9372;8150
106;5696;6928;169.9
106;5697;7477;2948
106;5697;7481;2962
106;5697;7482;2970
106;5698;7041;31500
106;5698;7042;40500
106;5700;7724;15236
106;5700;9803;16698
106;5701;6955;21888
106;5701;6956;23484
106;5702;9805;1512
106;5703;9603;43900
106;5703;9806;47160
106;5704;7802;3534
106;5705;5882;156890.27
106;5705;9807;153200.53
106;5707;5804;20999.69
106;5707;9809;22487
106;5708;9812;9700
106;5708;9833;45000
106;5708;9842;35000
106;5709;9814;49000
106;5709;9815;47300
106;5709;9816;45500
106;5710;9818;1978
106;5710;9819;4300
106;5711;8859;25960
106;5711;9778;25800
106;5712;8859;26810
106;5712;9778;25200
106;5713;8859;13420
106;5713;9120;13550
106;5713;9778;13620
106;5715;8369;1380
106;5715;8371;1000
106;5716;9821;37803
106;5716;9822;38057.4
106;5716;9823;46971.7
106;5717;9782;28835.45
106;5718;9784;55770.24
106;5718;9825;61689.28
106;5718;9826;60719.73
106;5719;9829;21631.83
106;5720;7041;9450
106;5720;7042;8400
106;5721;7724;19984.4
106;5721;9803;21762.4
106;5722;9831;303999
106;5722;9832;305913
106;5725;9763;10000
106;5725;9764;9600
106;5725;9765;7200
106;5726;9603;22000
106;5726;9806;26680
106;5727;9835;21125
106;5727;9836;14950
106;5728;6613;49000
106;5728;6614;49990
106;5728;9458;49550
106;5729;9839;6945.67
106;5730;8573;15770.75
106;5730;9843;17843.88
106;5730;9844;19532
106;5731;9655;147717.42
106;5731;9688;149878.61
106;5731;9845;148899.87
106;5732;5694;52328.36
106;5732;5882;52489.99
106;5732;9846;52250.01
106;5734;7335;30.9
106;5734;7336;32.6
106;5735;7335;30.9
106;5735;7336;32.6
106;5736;7335;30.9
106;5736;7336;32.6
106;5738;6899;34.4
106;5739;6899;34.4
106;5740;6899;34.4
106;5741;6899;34.4
106;5742;6899;34.4
106;5743;6899;34.4
106;5744;6899;34.4
106;5745;6899;34.4
106;5746;7335;30.9
106;5746;7336;32.6
106;5747;7335;29.5
106;5748;7336;34.4
106;5749;6899;1.4
106;5750;6899;1.4
106;5751;6899;30.9
106;5752;6899;30.9
106;5753;6899;30.9
106;5758;7336;51
106;5759;7336;51
106;5760;7336;29.5
106;5761;7336;29.5
106;5762;7337;30.4
106;5763;7337;30.4
106;5764;7528;14500
106;5764;7530;25000
106;5764;9104;18000
106;5765;7337;30.4
106;5767;6618;57300
106;5767;9420;49800
106;5767;9849;54964
106;5769;7336;51
106;5770;7336;51
106;5771;7336;51
106;5772;7336;51
106;5773;6897;2199.5
106;5773;6899;1339.1
106;5773;6970;1264.78
106;5774;6899;29.5
106;5775;6899;29.5
106;5776;6899;29.5
106;5777;6899;29.5
106;5778;6899;29.5
106;5779;6899;29.5
106;5780;6899;29.5
106;5781;6899;50
106;5782;6899;29.5
106;5783;6899;29.5
106;5784;6899;29.5
106;5785;6899;29.5
106;5786;8014;7200
106;5787;7335;29.5
106;5788;7335;29.5
106;5789;7335;29.5
106;5790;7335;50
106;5790;7336;51
106;5791;7336;29.5
106;5792;7336;29.5
106;5793;7337;30.4
106;5794;7337;30.4
106;5795;7337;30.4
106;5796;7337;30.4
106;5797;7337;30.4
106;5798;7335;50
106;5798;7336;51
106;5799;7335;50
106;5799;7336;51
106;5800;7335;50
106;5800;7336;51
106;5801;6899;29.5
106;5802;6899;29.5
106;5803;6899;29.5
106;5804;6899;29.5
106;5805;6899;29.5
106;5806;6899;29.5
106;5808;9113;1145
106;5808;9114;606
106;5808;9115;740
106;5808;9116;1250
106;5809;9113;585.2
106;5809;9114;648
106;5810;9103;2300
106;5811;9218;5494
106;5812;5918;169647
106;5812;6564;170500
106;5819;9372;8150
106;5819;9373;10500
106;5819;9374;149
106;5822;9853;2622
106;5822;9855;2300
106;5823;9850;7777.85
106;5823;9851;8056.8
106;5824;9664;146873.33
106;5824;9665;148531.46
106;5824;9856;147717.92
106;5825;8261;108.2
106;5825;8262;82
106;5826;8655;4600
106;5827;9858;9500
106;5827;9859;14990
106;5827;9860;8840
106;5828;9539;2036280
106;5830;7449;3480
106;5831;7698;11152.11
106;5831;9862;15320
106;5832;9683;40932.44
106;5833;7334;4500
106;5833;7339;5500
106;5833;9863;5500
106;5834;9799;18000
106;5834;9864;16370
106;5834;9865;20724
106;5835;9799;17920
106;5835;9864;16500
106;5835;9865;20340
106;5836;5694;62900
106;5836;9845;63308
106;5836;9846;62713
106;5837;5694;57400
106;5837;9688;56817
106;5837;9845;57168.25
106;5838;5882;52276.38
106;5838;9807;52235.26
106;5839;7703;13056.03
106;5839;7704;11591.14
106;5839;9040;12684.19
106;5840;5882;78782.99
106;5840;9688;78534.51
106;5840;9846;79100.98
106;5842;9093;14000
106;5842;9094;13900
106;5842;9095;12900
106;5843;9867;19480
106;5843;9868;21683.25
106;5843;9869;22535
106;5844;8538;1200
106;5844;8540;800
106;5845;9871;29495
106;5845;9872;26000
106;5846;8057;3210
106;5846;8058;3100
106;5846;8059;3419
106;5846;8062;3070
106;5848;9874;287
106;5848;9875;487.48
106;5849;7141;25515.67
106;5849;9830;25802.74
106;5849;9877;28287
106;5850;9879;6750
106;5850;9880;8100
106;5850;9881;7900
106;5851;9113;479
106;5853;9885;19600
106;5853;9886;20400
106;5853;9887;17500
106;5854;6897;16000
106;5854;6898;18400
106;5854;6899;14240
106;5855;6899;1917.5
106;5855;9888;1885
106;5856;9890;24990
106;5856;9892;27500
106;5858;6899;1917.5
106;5858;9888;1950
106;5858;9889;1885
106;5860;9888;1015
106;5861;7589;12500
106;5861;9895;12992.5
106;5862;9896;24990
106;5862;9897;27900
106;5862;9898;27500
106;5864;9899;14385
106;5864;9900;18000
106;5872;8622;7200
106;5872;9902;8094
106;5873;9903;19426.68
106;5873;9904;18876.3
106;5873;9905;16450
106;5874;9906;9335
106;5875;9909;3900
106;5876;9910;9950
106;5876;9911;11850
106;5878;6806;5150
106;5878;6808;3430
106;5879;9914;4550
106;5880;9915;32302.5
106;5880;9916;31273
106;5880;9917;31697.97
106;5881;6721;5812
106;5881;7075;5820
106;5881;8388;5705
106;5882;6744;2975
106;5883;8603;29650
106;5883;9918;31200
106;5883;9919;30550
106;5884;9920;6280.5
106;5884;9921;5409
106;5884;9922;6369
106;5885;9915;27451
106;5885;9916;26530.5
106;5885;9917;27021.84
106;5886;6613;13700
106;5886;6614;21800
106;5886;9458;24500
106;5887;8942;600
106;5887;9923;1100
106;5887;9924;1000
106;5887;8942;60
106;5887;9923;110
106;5887;9924;120
106;5888;6513;25147.04
106;5888;7699;26119.07
106;5888;9926;26910.65
106;5889;9927;9950
106;5889;9928;12500
106;5890;8880;14480
106;5892;9034;550
106;5892;9182;720
106;5892;9931;700
106;5892;9034;55
106;5892;9182;60
106;5892;9931;60
106;5893;9992;4792.95
106;5894;8988;2000
106;5894;8989;1330
106;5894;9181;1885
106;5894;8988;70
106;5894;8989;50
106;5894;9181;65
106;5895;9935;750
106;5895;9936;1000
106;5895;9937;1600
106;5895;9935;60
106;5895;9936;80
106;5895;9937;100
106;5896;8546;1308.66
106;5896;8547;2205
106;5897;8956;500
106;5897;9938;924
106;5897;8956;58
106;5897;9938;84
106;5898;9944;400
106;5898;9945;500
106;5898;9944;60
106;5898;9945;60
106;5899;9361;37960.62
106;5899;9940;46924.85
106;5900;9142;9845.54
106;5900;9941;11500
106;5900;9942;10800
106;5901;9946;1200
106;5901;9947;1700
106;5901;9948;2340
106;5901;9946;55
106;5901;9947;65
106;5901;9948;90
106;5902;9950;18
106;5902;9951;11467.8
106;5904;8945;1100
106;5904;9953;1250
106;5904;9954;1176
106;5904;8945;58
106;5904;9953;60
106;5904;9954;63
106;5906;9956;3529.76
106;5906;9957;3191.28
106;5909;6498;7299.99
106;5909;7662;6698.25
106;5909;7926;6740
106;5910;9087;450
106;5910;9961;600
106;5910;9962;600
106;5910;9087;50
106;5910;9961;60
106;5910;9962;60
106;5911;8967;1050
106;5911;9963;1470
106;5911;9964;1680
106;5911;8967;50
106;5911;9963;70
106;5911;9964;80
106;5912;7693;3240
106;5912;7695;3600
106;5913;7287;4350
106;5913;9909;4400
106;5914;9966;3420
106;5915;9983;2852.3
106;5915;9984;3824.5
106;5916;8866;3080
106;5916;9198;2950
106;5916;9967;3143
106;5917;8746;11410
106;5917;8747;11200
106;5920;9896;8900
106;5920;9897;11700
106;5920;9898;10900
106;5922;9969;153135.02
106;5922;9970;152443.9
106;5922;9971;149841.82
106;5923;5694;149449.03
106;5923;5882;149806.98
106;5923;9654;149055
106;5925;9433;24988
106;5925;9434;29700
106;5925;9435;9900
106;5926;7162;3965.25
106;5926;7164;5151
106;5927;9578;40556.2
106;5927;9579;43163.6
106;5927;9976;45898.15
106;5928;8941;700
106;5928;9978;750
106;5928;8941;57
106;5928;9978;60
106;5929;9979;600
106;5929;9980;780
106;5929;9979;58
106;5929;9980;60
106;5930;8573;14768
106;5930;8918;19455
106;5930;9982;16554
106;5932;9968;8280
106;5932;9972;9869
106;5932;9973;11108
106;5932;9974;12408
106;5933;9987;149366.34
106;5933;9988;148190.16
106;5934;9969;152740.84
106;5934;9970;149732.89
106;5934;9971;153071.49
106;5936;9890;5400
106;5936;9891;6900
106;5936;9892;7400
106;5937;6683;1057.57
106;5937;9989;1277
106;5940;6197;179335.72
106;5940;9994;196161.02
106;5940;9995;194694.86
106;5941;6911;1350
106;5941;8059;1470
106;5941;8062;1650
106;5942;8925;149998.49
106;5942;8926;154305.56
106;5942;8928;159259.31
106;5943;7913;9200
106;5943;7914;9850
106;5943;9996;8550
106;5944;9997;29900
106;5945;10000;80523
106;5945;10001;78094.3
106;5945;10002;66952
106;5946;9896;7300
106;5946;9898;8400
106;5947;9527;194284.38
106;5947;10004;204820.93
106;5948;7449;9600
106;5949;10005;23256.27
106;5951;7538;5760
106;5951;7539;5850
106;5951;8823;5400
106;5953;9598;2201.5
106;5953;9599;2397.5
106;5953;10009;2492
106;5954;10010;3240
106;5955;8688;22
106;5955;8689;203808
106;5955;9537;198848
106;5955;9538;208304
106;5956;9256;6790
106;5957;7477;2850
106;5957;7481;2890
106;5957;7482;2880
106;5958;7855;1.15
106;5958;7856;1.25
106;5958;7857;1.5
106;5959;9830;4527.67
106;5959;10012;4800
106;5960;10014;2579.11
106;5961;9970;49900
106;5961;9971;49044.88
106;5961;10017;50715.49
106;5962;6197;15933.96
106;5962;7283;15706.45
106;5963;10018;10675.16
106;5963;10020;9939.31
106;5964;10021;16250
106;5964;10022;15365
106;5964;10023;16287
106;5965;9310;4758
106;5965;10025;5337
106;5965;10026;5347
106;5966;9256;1940
106;5967;9218;4630
106;5968;10027;24690
106;5968;10028;21552
106;5969;6995;25759.13
106;5969;8266;24789.57
106;5969;8267;24898.39
106;5970;7259;14635.54
106;5971;10033;12500
106;5971;10035;14500
106;5972;8379;29970
106;5972;9399;29970
106;5972;9400;29987
106;5973;8379;29925
106;5973;9399;29925
106;5973;9400;29966
106;5974;10036;13250
106;5974;10052;12600
106;5975;8625;3222
106;5976;10037;1175
106;5977;7573;11500
106;5977;7580;11027.4
106;5977;10042;11800
106;5978;6955;15900
106;5978;6956;14850
106;5978;7669;17600
106;5979;9034;600
106;5979;9182;500
106;5979;10043;600
106;5979;9034;60
106;5979;9182;55
106;5979;10043;60
106;5980;9828;19862.85
106;5982;7774;2197.24
106;5983;7774;3277.26
106;5985;9970;151000.3
106;5985;9971;149319.33
106;5986;10046;7080.02
106;5986;10047;7156.99
106;5986;10048;6974.86
106;5987;7851;9319
106;5987;10050;9584
106;5988;10053;71494.73
106;5988;10054;72025
106;5988;10055;73718.01
106;5989;8379;29934
