Klient;ID aukcie;Úèastník;Hodnota
1465;1085;1752;200
1465;1085;1799;180
1465;1087;1707;420
1465;1087;1710;520
1465;1087;1726;400
1465;1087;1799;480
1465;1089;1705;360
1465;1089;1707;345
1465;1089;1713;520
1465;1089;1726;300
1465;1089;1750;550
1465;1089;1752;280
1465;1089;1799;245
1465;1090;1705;620
1465;1090;1707;820
1465;1090;1713;1550
1465;1090;1726;280
1465;1090;1750;300
1465;1090;1752;350
1465;1091;1707;1650
1465;1091;1711;580
1465;1091;1713;1900
1465;1091;1726;980
1465;1091;1752;600
1465;1093;1707;2185
1465;1093;1711;1000
1465;1093;1713;880
1465;1093;1726;1900
1465;1093;1799;860
1465;1094;1707;540
1465;1094;1713;600
1465;1094;1726;380
1465;1094;1799;355
1465;1095;1707;1170
1465;1095;1713;1350
1465;1095;1726;450
1465;1095;1752;790
1465;1100;1707;460
1465;1100;1712;420
1465;1100;1713;560
1465;1100;1726;440
1465;1100;1750;610
1465;1100;1799;400
1465;1102;1726;480
1465;1102;1799;505
1465;1106;3290;10.527
1465;1106;3291;6.269
1465;1106;3292;6.817
1465;1106;3293;7.47
1465;1106;3294;10.74
1465;1107;1705;1240
1465;1107;1707;1380
1465;1107;1710;1390
1465;1107;1712;1700
1465;1107;1713;2980
1465;1107;1726;1220
1465;1107;1752;2660
1465;1107;1799;1200
1465;1109;1707;520
1465;1109;1726;380
1465;1109;1799;320
1465;1114;1707;345
1465;1114;1710;370
1465;1114;1726;300
1465;1114;1799;265
1465;1117;1707;1725
1465;1117;1711;760
1465;1117;1726;740
1465;1117;1752;920
1465;1118;1711;880
1465;1118;1712;1300
1465;1118;1713;1450
1465;1118;1726;860
1465;1118;1752;1450
1465;1120;1707;363
1465;1120;1712;240
1465;1120;1713;260
1465;1120;1726;500
1465;1120;1799;220
1465;1121;1707;320
1465;1121;1713;320
1465;1121;1726;120
1465;1121;1799;140
1465;1129;1705;400
1465;1129;1707;380
1465;1129;1713;380
1465;1129;1726;1000
1465;1129;1799;580
1465;1139;1707;270
1465;1139;1713;460
1465;1139;1726;190
1465;1139;1752;420
1465;1139;1799;210
1465;1141;1707;520
1465;1141;1713;860
1465;1141;1726;425
1465;1141;1752;1050
1465;1141;1799;475
1465;1144;1707;1495
1465;1144;1711;1100
1465;1144;1713;2000
1465;1144;1726;850
1465;1144;1752;950
1465;1145;1705;400
1465;1145;1707;280
1465;1145;1726;250
1465;1149;1707;450
1465;1149;1712;355
1465;1149;1713;580
1465;1149;1726;375
1465;1163;1705;215
1465;1163;1707;255
1465;1163;1712;300
1465;1163;1726;235
1465;1163;1799;480
1465;1164;1713;3000
1465;1164;1726;2750
1465;1164;1799;1050
1465;1164;3341;1070
1465;1180;1705;3050
1465;1180;1726;2900
1465;1180;1799;2800
1465;1183;1707;1955
1465;1183;1726;1400
1465;1186;1726;800
1465;1186;1799;900
1465;1187;1705;370
1465;1187;1726;390
1465;1187;1799;350
1465;1194;1707;785
1465;1194;1712;750
1465;1194;1726;400
1465;1194;1799;360
1465;1195;1711;1500
1465;1195;1726;1400
1465;1201;1705;787
1465;1201;1720;611
1465;1207;1705;920
1465;1207;1711;870
1465;1207;1726;1700
1465;1207;1752;1200
1465;1212;1707;11000
1465;1212;1726;9800
1465;1212;1799;9700
1465;1213;1707;920
1465;1213;1711;650
1465;1213;1726;600
1465;1213;1799;700
1465;1214;1707;345
1465;1214;1712;315
1465;1214;1726;285
1465;1214;1799;260
1465;1215;1707;288
1465;1215;1712;430
1465;1215;1726;205
1465;1215;1752;450
1465;1215;1799;175
1465;1218;1705;2038
1465;1218;1726;2560
1465;1219;1726;1640
1465;1220;1707;360
1465;1220;1712;420
1465;1220;1726;330
1465;1222;1711;1250
1465;1222;1712;1200
1465;1222;1726;630
1465;1222;1752;1450
1465;1222;1799;600
1465;1222;3341;650
1465;1223;1707;740
1465;1223;1726;510
1465;1223;1752;1150
1465;1223;1799;465
1465;1241;1711;1400
1465;1241;1726;1350
1465;1241;1799;2450
1465;1242;1711;570
1465;1242;1712;890
1465;1242;1713;520
1465;1242;1726;740
1465;1244;1707;1150
1465;1244;1713;660
1465;1244;1726;280
1465;1244;1749;670
1465;1244;1799;250
1465;1245;1707;275
1465;1245;1713;650
1465;1245;1726;110
1465;1245;1799;170
1465;1246;1707;920
1465;1246;1711;500
1465;1246;1713;500
1465;1246;1726;600
1465;1247;1707;1035
1465;1247;1711;750
1465;1247;1713;1450
1465;1247;1726;850
1465;1247;1799;780
1465;1248;1707;345
1465;1248;1711;250
1465;1248;1726;200
1465;1248;1799;295
1465;1249;1711;650
1465;1249;1713;1540
1465;1249;1726;600
1465;1250;1707;1265
1465;1250;1711;1200
1465;1250;1713;925
1465;1250;1726;875
1465;1252;1707;920
1465;1252;1711;570
1465;1252;1713;630
1465;1252;1726;570
1465;1252;1752;1100
1465;1252;1799;520
1465;1253;1707;315
1465;1253;1726;230
1465;1253;1752;600
1465;1253;1799;200
1465;1255;1707;920
1465;1255;1713;530
1465;1255;1726;620
1465;1255;1799;530
1465;1256;1707;555
1465;1256;1712;445
1465;1256;1713;365
1465;1256;1726;290
1465;1256;1799;320
1465;1267;1707;1208
1465;1267;1713;1460
1465;1267;1726;900
1465;1267;1799;880
1465;1271;1707;920
1465;1271;1713;680
1465;1271;1726;600
1465;1271;1752;1050
1465;1272;1707;460
1465;1272;1726;130
1465;1272;1752;550
1465;1272;1799;160
1465;1273;1726;595
1465;1274;1707;405
1465;1274;1726;400
1465;1277;1711;1700
1465;1277;1713;2000
1465;1277;1726;1850
1465;1277;1799;1650
1465;1278;1713;550
1465;1278;1726;520
1465;1278;1799;450
1465;1280;1707;865
1465;1280;1713;445
1465;1280;1726;550
1465;1280;1799;490
1465;1281;1707;426
1465;1281;1713;640
1465;1281;1726;390
1465;1281;1799;350
1465;1282;1707;1680
1465;1282;1711;1500
1465;1282;1713;2480
1465;1282;1726;1400
1465;1283;1707;565
1465;1283;1710;720
1465;1283;1713;470
1465;1283;1726;430
1465;1283;1799;500
1465;1284;1707;518
1465;1284;1713;515
1465;1284;1726;360
1465;1284;1750;1100
1465;1284;1799;390
1465;1285;1707;485
1465;1285;1726;420
1465;1285;1799;450
1465;1286;1707;340
1465;1286;1710;390
1465;1286;1713;425
1465;1286;1726;310
1465;1287;1707;405
1465;1287;1720;310
1465;1287;1726;300
1465;1287;1799;650
1465;1289;1707;210
1465;1289;1713;500
1465;1289;1726;480
1465;1289;1750;500
1465;1290;1707;670
1465;1290;1713;520
1465;1290;1726;470
1465;1291;1707;520
1465;1291;1713;700
1465;1291;1726;490
1465;1291;1799;750
1465;1293;1707;1200
1465;1293;1711;1400
1465;1293;1713;1125
1465;1293;1726;1000
1465;1296;1707;405
1465;1296;1713;680
1465;1296;1726;360
1465;1297;1707;575
1465;1297;1712;530
1465;1297;1713;500
1465;1297;1726;390
1465;1297;1799;400
1465;1299;1713;1760
1465;1299;1726;2200
1465;1299;1799;2800
1465;1300;1707;425
1465;1300;1713;750
1465;1300;1726;310
1465;1300;1799;295
1465;1301;1707;805
1465;1301;1712;580
1465;1301;1713;1950
1465;1301;1726;1200
1465;1301;1799;570
1465;1303;1707;1725
1465;1303;1713;1850
1465;1303;1726;1295
1465;1305;1707;470
1465;1305;1726;340
1465;1305;1799;310
1465;1306;1707;599
1465;1306;1726;190
1465;1306;1749;400
1465;1306;1799;170
1465;1308;1712;780
1465;1308;1713;470
1465;1308;1726;440
1465;1308;1799;450
1465;1309;1707;480
1465;1309;1712;800
1465;1309;1726;470
1465;1309;1799;650
1465;1310;1712;650
1465;1311;1713;2450
1465;1311;1726;1110
1465;1311;1799;1080
1465;1313;1720;300
1465;1313;1726;230
1465;1313;1799;240
1465;1314;1707;690
1465;1314;1711;300
1465;1314;1712;650
1465;1314;1713;1200
1465;1314;1726;900
1465;1314;1799;330
1465;1316;1707;865
1465;1316;1711;440
1465;1316;1712;780
1465;1316;1713;495
1465;1316;1726;620
1465;1316;1799;430
1465;1317;1707;290
1465;1317;1712;450
1465;1317;1713;555
1465;1317;1726;230
1465;1317;1799;200
1465;1318;1713;980
1465;1318;1726;1000
1465;1318;1799;1070
1465;1319;1707;1799
1465;1319;1713;1980
1465;1319;1726;1900
1465;1319;1799;1250
1465;1320;1707;3830
1465;1320;1713;3185
1465;1320;1726;2680
1465;1320;1799;2650
1465;1321;1707;495
1465;1321;1713;1460
1465;1321;1726;395
1465;1321;1799;850
1465;1322;1707;455
1465;1322;1713;385
1465;1322;1726;320
1465;1322;1799;338
1465;1323;1707;403
1465;1323;1713;790
1465;1323;1726;590
1465;1323;1799;650
1465;1325;1707;748
1465;1325;1726;540
1465;1326;1707;4140
1465;1326;1726;1140
1465;1326;1799;1139
1465;1329;1799;560
1465;1330;1713;575
1465;1330;1726;399
1465;1330;1799;350
1465;1331;1707;1438
1465;1331;1713;2320
1465;1331;1799;1850
1465;1332;1707;748
1465;1332;1713;420
1465;1332;1726;320
1465;1332;1799;340
1465;1333;1707;565
1465;1333;1713;760
1465;1333;1726;309
1465;1333;1799;308
1465;1333;3445;360
1465;1335;1713;2190
1465;1335;1726;2100
1465;1335;3445;2350
1465;1336;1713;387
1465;1336;1726;190
1465;1336;1799;150
1465;1337;1707;1725
1465;1337;1713;720
1465;1337;1726;370
1465;1337;1799;470
1465;1338;1707;1093
1465;1338;1712;550
1465;1338;1713;1790
1465;1338;1726;520
1465;1338;1799;490
1465;1338;3445;580
1465;1339;1707;575
1465;1339;1726;360
1465;1339;1799;330
1465;1342;1707;405
1465;1342;1712;800
1465;1342;1713;850
1465;1342;1726;375
1465;1342;1799;750
1465;1342;3445;450
1465;1344;1707;2645
1465;1344;1726;2100
1465;1344;3445;2450
1465;1349;1705;660
1465;1349;1707;808
1465;1350;1705;460
1465;1350;1707;575
1465;1350;1713;950
1465;1350;1726;390
1465;1350;1799;750
1465;1350;3445;420
1465;1351;1707;1755
1465;1351;1713;2500
1465;1351;1726;1400
1465;1351;3341;1400
1465;1352;1705;290
1465;1352;1707;552
1465;1352;1726;260
1465;1352;1799;650
1465;1352;3445;500
1465;1353;1713;625
1465;1353;1726;450
1465;1353;1799;480
1465;1354;1712;300
1465;1354;1713;720
1465;1354;1726;520
1465;1354;1799;420
1465;1354;3445;620
1465;1356;1707;460
1465;1356;1713;380
1465;1356;1799;400
1465;1357;1705;550
1465;1357;1707;520
1465;1357;1712;420
1465;1357;1713;585
1465;1357;1799;850
1465;1358;1713;720
1465;1358;1799;520
1465;1360;1707;375
1465;1360;1713;345
1465;1360;1726;480
1465;1360;1799;850
1465;1361;1705;650
1465;1361;1707;677
1465;1361;1711;350
1465;1361;1713;930
1465;1361;1799;950
1465;1361;3445;200
1465;1363;1707;420
1465;1363;1712;550
1465;1363;1713;675
1465;1363;1799;390
1465;1364;1707;580
1465;1364;1713;520
1465;1364;1799;550
1465;1366;1705;910
1465;1366;1707;1090
1465;1366;1713;1000
1465;1366;1749;2000
1465;1366;1799;880
1465;1366;3445;940
1465;1367;1705;320
1465;1367;1713;560
1465;1367;3445;300
1465;1368;1707;1035
1465;1368;1713;920
1465;1368;1799;890
1465;1370;1712;760
1465;1372;1713;1080
1465;1372;1799;1050
1465;1372;3445;1130
1465;1374;1707;530
1465;1374;1712;800
1465;1374;1713;445
1465;1374;1799;405
1465;1376;1707;2995
1465;1376;1713;2590
1465;1376;1799;2550
1465;1378;1713;750
1465;1379;1713;530
1465;1379;1799;500
1465;1380;1713;980
1465;1380;1799;960
1465;1381;1707;370
1465;1381;1713;790
1465;1381;1799;1350
1465;1382;1705;550
1465;1382;1707;518
1465;1382;1712;428
1465;1382;1713;790
1465;1382;1799;458
1465;1382;3445;600
1465;1383;1705;590
1465;1383;1707;750
1465;1383;1711;550
1465;1383;1712;700
1465;1383;1713;965
1465;1383;1799;1450
1465;1384;1707;626
1465;1384;1713;586
1465;1384;1799;1250
1465;1386;1713;2850
1465;1387;1707;2990
1465;1387;1713;2370
1465;1387;1799;2350
1465;1388;1707;357
1465;1388;1712;450
1465;1388;1713;655
1465;1388;1799;337
1465;1388;3445;490
1465;1389;1707;635
1465;1389;1712;700
1465;1389;1713;575
1465;1389;1799;545
1465;1390;1707;600
1465;1390;1713;1355
1465;1390;1799;580
1465;1391;1705;350
1465;1391;1707;455
1465;1391;1712;566
1465;1391;1713;940
1465;1391;1799;680
1465;1394;1705;360
1465;1394;1713;365
1465;1394;1752;490
1465;1394;1799;285
1465;1394;3445;315
1465;1395;1713;430
1465;1395;1749;1250
1465;1395;1752;640
1465;1395;1799;400
1465;1403;1705;390
1465;1403;1707;345
1465;1403;1713;590
1465;1403;1799;650
1465;1404;1713;580
1465;1404;1799;550
1465;1404;3445;640
1465;1405;1707;1150
1465;1405;1713;430
1465;1405;1799;1150
1465;1405;3445;470
1465;1406;1707;460
1465;1406;1713;690
1465;1406;1799;430
1465;1407;1707;1015
1465;1407;1713;885
1465;1407;1799;855
1465;1413;1707;405
1465;1413;1799;375
1465;1414;1707;1265
1465;1414;1752;2450
1465;1414;1799;1235
1465;1415;1705;460
1465;1415;1707;625
1465;1415;1713;500
1465;1415;1799;440
1465;1416;1707;327
1465;1416;1799;297
1465;1419;1707;2590
1465;1419;1713;2790
1465;1419;1799;2560
1465;1427;1707;405
1465;1427;1799;375
1465;1428;1707;2100
1465;1428;1799;2070
1465;1430;1707;475
1465;1430;1713;415
1465;1430;1750;500
1465;1430;1799;385
1465;1431;1707;520
1465;1431;1713;690
1465;1431;1799;950
1465;1431;3445;500
1465;1432;1707;610
1465;1432;1713;580
1465;1432;1749;2000
1465;1432;1799;550
1465;1433;1707;1265
1465;1433;1713;1235
1465;1433;1799;2850
1465;1434;1707;335
1465;1434;1799;750
1465;1437;1707;550
1465;1437;1799;950
1465;1438;1707;335
1465;1438;1799;305
1465;1439;1707;3050
1465;1439;1713;2330
1465;1439;1752;2600
1465;1439;1799;2280
1465;1440;1707;1120
1465;1440;1799;1090
1465;1441;1707;542
1465;1441;1711;750
1465;1441;1799;522
1465;1442;1713;2740
1465;1442;1799;1650
1465;1443;1707;565
1465;1443;1712;395
1465;1443;1713;725
1465;1443;1799;415
1465;1453;1707;2100
1465;1453;1713;2065
1465;1453;1726;1250
1465;1453;1799;1370
1465;1456;1705;360
1465;1456;1707;485
1465;1456;1711;300
1465;1456;1712;600
1465;1456;1713;620
1465;1456;1799;850
1465;1457;1711;400
1465;1457;1712;750
1465;1457;1713;380
1465;1458;1713;415
1465;1458;1749;510
1465;1458;1799;385
1465;1469;1707;450
1465;1469;1713;625
1465;1469;1726;600
1465;1469;1752;650
1465;1469;1799;420
1465;1470;1707;875
1465;1470;1712;510
1465;1470;1713;690
1465;1470;1752;1330
1465;1470;1799;540
1465;1471;1707;405
1465;1471;1712;550
1465;1471;1713;355
1465;1471;1752;540
1465;1471;1799;850
1465;1474;1712;580
1465;1474;1713;550
1465;1474;1726;430
1465;1474;1799;470
1465;1475;1707;541
1465;1475;1712;250
1465;1475;1713;852
1465;1475;1799;230
1465;1476;1707;795
1465;1476;1713;1280
1465;1476;1726;535
1465;1476;1799;515
1465;1477;1713;820
1465;1477;1726;160
1465;1477;1799;130
1465;1489;1707;635
1465;1489;1799;605
1465;1490;1707;585
1465;1490;1713;920
1465;1490;1749;540
1465;1490;1799;510
1465;1496;1707;320
1465;1496;1713;300
1465;1496;1799;280
1465;1497;1707;300
1465;1497;1713;850
1465;1497;1799;280
1465;1499;1707;1385
1465;1499;1713;1050
1465;1499;1799;1080
1465;1501;1707;460
1465;1501;1713;440
1465;1501;1750;920
1465;1501;1799;420
1465;1502;1707;325
1465;1502;1713;675
1465;1502;1799;305
1465;1503;1799;650
1465;1518;1707;710
1465;1518;1713;1270
1465;1518;1726;500
1465;1518;1799;20000
1465;1526;1707;1323
1465;1526;1799;1270
1465;1528;1712;670
1465;1528;1713;240
1465;1528;1799;270
1465;1530;1707;450
1465;1530;1712;800
1465;1530;1713;990
1465;1530;1799;1650
1465;1531;1712;750
1465;1531;1713;2000
1465;1531;1799;2000
1465;1533;1799;480
1465;1534;1713;995
1465;1534;1799;1035
1465;1536;1712;850
1465;1536;1713;1550
1465;1536;1752;1350
1465;1536;1799;830
1465;1537;1712;310
1465;1537;1799;340
1465;1539;1713;395
1465;1539;1752;490
1465;1539;1799;425
1465;1540;1713;4200
1465;1540;1726;1450
1465;1541;1713;2380
1465;1541;1752;2550
1465;1541;1799;1850
1465;1548;1713;1750
1465;1549;1713;1780
1465;1550;1707;1200
1465;1550;1713;1140
1465;1550;1799;1850
1465;1551;1712;1250
1465;1551;1713;1220
1465;1551;1752;1250
1465;1555;1707;920
1465;1555;1712;1300
1465;1555;1713;1450
1465;1555;1799;900
1465;1556;1712;230
1465;1556;1713;350
1465;1556;1799;200
1465;1557;1707;1350
1465;1557;1799;1320
1465;1559;1707;325
1465;1559;1713;410
1465;1559;1752;450
1465;1559;1799;295
1465;1560;1707;2300
1465;1560;1713;1165
1465;1560;1799;1135
1465;1575;1707;1380
1465;1575;1713;2222
1465;1575;1752;1340
1465;1575;1799;2650
1465;1576;1707;1058
1465;1576;1713;2500
1465;1576;1799;1038
1465;1577;1713;840
1465;1578;1707;558
1465;1578;1713;538
1465;1578;1752;750
1465;1578;1799;2450
1465;1581;1707;1600
1465;1581;1713;2095
1465;1581;1752;2450
1465;1581;1799;1580
1465;1591;1707;175
1465;1591;1713;155
1465;1591;1752;250
1465;1591;1799;250
1465;1593;1799;650
1465;1595;1707;1625
1465;1595;1713;1950
1465;1595;1799;1605
1465;1596;1707;865
1465;1596;1712;1600
1465;1596;1713;2250
1465;1596;1799;845
1465;1598;1713;18750
1465;1603;1705;260
1465;1603;1707;325
1465;1603;1713;565
1465;1603;1799;650
1465;1609;1707;265
1465;1609;1713;245
1465;1609;1799;350
1465;1616;1707;150
1465;1616;1713;95
1465;1616;1799;75
1465;1617;1705;1430
1465;1617;1707;1610
1465;1617;1713;1985
1465;1617;1799;1460
1465;1619;1707;1150
1465;1619;1713;1230
1465;1619;1799;1130
1465;1621;1707;635
1465;1621;1713;810
1465;1621;1752;950
1465;1621;1799;615
1465;1633;1713;390
1465;1633;1752;440
1465;1633;1799;370
1465;1635;1799;650
1465;1636;1707;656
1465;1636;1713;1125
1465;1636;1799;1400
1465;1637;1707;1070
1465;1637;1712;1300
1465;1637;1713;1040
1465;1637;1799;1850
1465;1638;1707;1620
1465;1638;1713;1430
1465;1638;1799;1570
1465;1641;1713;1649
1465;1641;1750;330
1465;1641;1752;900
1465;1642;1799;1500
1465;1644;1707;510
1465;1644;1711;370
1465;1644;1712;380
1465;1644;1713;655
1465;1644;1750;420
1465;1644;1799;950
1465;1644;3341;440
1465;1645;1707;1210
1465;1645;1713;1030
1465;1645;1799;1010
1465;1656;1707;635
1465;1656;1713;615
1465;1656;1799;595
1465;1659;1707;300
1465;1659;1799;270
1465;1661;1707;380
1465;1661;1713;320
1465;1661;1752;600
1465;1661;1799;350
1465;1662;1713;670
1465;1662;1799;650
1465;1663;1713;650
1465;1664;1707;690
1465;1664;1713;620
1465;1664;1799;590
1465;1667;1707;1600
1465;1667;1713;1465
1465;1667;1799;1505
1465;1668;1707;380
1465;1668;1713;690
1465;1668;1799;950
1465;1669;1713;375
1465;1670;1707;360
1465;1670;1711;700
1465;1670;1713;990
1465;1670;1726;270
1465;1670;1799;250
1465;1672;1713;900
1465;1672;1799;950
1465;1673;1707;150
1465;1673;1799;130
1465;1674;1707;485
1465;1674;1712;650
1465;1674;1713;395
1465;1674;1799;375
1465;1676;1705;1020
1465;1676;1707;1620
1465;1676;1713;990
1465;1676;1799;1850
1465;1680;1723;200
1465;1680;1750;450
1465;1681;1707;530
1465;1681;1712;650
1465;1681;1713;391
1465;1681;1799;371
1465;1683;1707;305
1465;1683;1713;180
1465;1683;1723;400
1465;1683;1799;150
1465;1684;1707;1035
1465;1684;1713;1096
1465;1684;1723;1250
1465;1684;1799;1320
1465;1686;1707;405
1465;1686;1713;600
1465;1686;1799;380
1465;1692;1712;1120
1465;1692;1713;990
1465;1692;1723;1210
1465;1692;1799;960
1465;1693;1707;495
1465;1693;1712;315
1465;1693;1713;455
1465;1693;1799;335
1465;1694;1712;1200
1465;1694;1713;985
1465;1694;1799;955
1465;1695;1712;970
1465;1695;1713;935
1465;1695;1799;905
1465;1696;1712;1250
1465;1696;1713;930
1465;1696;1752;1197
1465;1696;1799;900
1465;1697;1707;575
1465;1697;1712;650
1465;1697;1713;695
1465;1697;1799;555
1465;1698;1707;1555
1465;1698;1713;1365
1465;1698;1726;1150
1465;1701;1712;1200
1465;1701;1713;865
1465;1701;1752;1050
1465;1701;1799;835
1465;1702;1712;1095
1465;1702;1713;1035
1465;1715;1707;480
1465;1715;1711;470
1465;1715;1713;880
1465;1715;1723;500
1465;1715;1726;800
1465;1716;1711;150
1465;1716;1712;300
1465;1716;1713;255
1465;1716;1723;250
1465;1716;1726;140
1465;1716;1799;70
1465;1716;3341;100
1465;1717;1705;1400
1465;1717;1713;1375
1465;1718;1713;200
1465;1718;1723;220
1465;1718;1752;300
1465;1719;1712;330
1465;1719;1713;430
1465;1719;1799;350
1465;1720;1712;600
1465;1720;1713;670
1465;1720;1723;800
1465;1720;1799;600
1465;1721;1713;1343
1465;1721;1752;1390
1465;1721;1799;1200
1465;1723;1713;585
1465;1723;1723;250
1465;1723;1726;440
1465;1723;1752;620
1465;1723;1799;215
1465;1724;1712;1130
1465;1724;1713;990
1465;1724;1752;1050
1465;1724;1799;960
1465;1726;1707;1070
1465;1726;1799;1040
1465;1727;1705;1300
1465;1727;1707;1495
1465;1727;1713;1115
1465;1727;1726;1050
1465;1727;1799;1750
1465;1729;1707;460
1465;1729;1713;625
1465;1729;1799;440
1465;1737;1707;645
1465;1737;1712;500
1465;1737;1713;640
1465;1737;1723;600
1465;1737;1799;480
1465;1739;1713;2465
1465;1739;1726;592
1465;1742;1707;345
1465;1742;1713;310
1465;1742;1723;600
1465;1742;1799;290
1465;1759;1712;435
1465;1759;1713;575
1465;1759;1799;405
1465;1762;1713;28430
1465;1762;1726;3586
1465;1763;1707;1035
1465;1763;1712;650
1465;1763;1713;590
1465;1763;1799;570
1465;1767;1707;920
1465;1767;1712;530
1465;1767;1713;1345
1465;1767;1799;510
1465;1768;1707;1440
1465;1768;1713;1000
1465;1768;1726;1030
1465;1771;1713;1380
1465;1771;1799;1350
1465;1776;1713;490
1465;1776;1723;560
1465;1776;1799;500
1465;1778;1707;345
1465;1778;1711;300
1465;1778;1712;450
1465;1778;1713;495
1465;1778;1799;290
1465;1780;1713;4120
1465;1780;1726;4000
1465;1781;1707;525
1465;1781;1711;470
1465;1781;1713;440
1465;1781;1723;1200
1465;1781;1799;400
1465;1782;1707;780
1465;1782;1713;380
1465;1782;1726;430
1465;1782;1799;500
1465;1786;1707;690
1465;1786;1712;300
1465;1786;1713;490
1465;1786;1723;450
1465;1786;1726;340
1465;1786;1799;270
1465;1787;1711;340
1465;1787;1712;220
1465;1787;1713;145
1465;1787;1723;450
1465;1787;1799;160
1465;1788;1707;170
1465;1788;1713;190
1465;1788;1723;350
1465;1788;1799;160
1465;1800;1707;405
1465;1800;1711;300
1465;1800;1713;290
1465;1800;1752;370
1465;1800;1799;350
1465;1801;1707;290
1465;1801;1799;260
1465;1803;1712;250
1465;1803;1713;200
1465;1803;1799;220
1465;1810;1707;635
1465;1810;1713;450
1465;1810;1799;430
1465;1811;1707;460
1465;1811;1711;450
1465;1811;1713;650
1465;1811;1723;430
1465;1811;1799;850
1465;1817;1707;1035
1465;1817;1712;1250
1465;1817;1713;815
1465;1817;1799;785
1465;1818;1707;220
1465;1818;1712;350
1465;1818;1713;350
1465;1819;1705;350
1465;1819;1707;330
1465;1819;1711;310
1465;1819;1712;750
1465;1819;1713;300
1465;1819;1723;650
1465;1819;1799;640
1465;1820;1707;305
1465;1820;1711;350
1465;1820;1713;460
1465;1821;1707;605
1465;1821;1712;800
1465;1821;1713;570
1465;1821;1723;1500
1465;1821;1726;440
1465;1821;1799;410
1465;1822;1707;575
1465;1822;1712;375
1465;1822;1713;395
1465;1823;1705;400
1465;1823;1707;325
1465;1823;1723;450
1465;1825;1705;460
1465;1825;1712;650
1465;1825;1713;440
1465;1826;1713;1295
1465;1827;1707;311
1465;1827;1712;310
1465;1827;1713;300
1465;1828;1713;240
1465;1828;1726;270
1465;1829;1707;255
1465;1829;1713;250
1465;1829;1723;500
1465;1830;1712;1400
1465;1830;1713;1370
1465;1831;1712;350
1465;1831;1713;195
1465;1831;1726;160
1465;1832;1713;170
1465;1832;1726;230
1465;1832;1750;450
1465;1832;1799;140
1465;1833;1705;485
1465;1833;1707;515
1465;1833;1713;680
1465;1834;1707;180
1465;1834;1713;278
1465;1834;1723;150
1465;1834;1726;110
1465;1834;1799;140
1465;1835;1707;506
1465;1835;1713;180
1465;1835;1726;150
1465;1835;1799;120
1465;1836;1713;515
1465;1836;1726;385
1465;1837;1707;690
1465;1837;1711;450
1465;1837;1713;865
1465;1837;1799;650
1465;1838;1705;390
1465;1838;1707;311
1465;1838;1712;180
1465;1838;1713;300
1465;1838;1723;500
1465;1838;1799;170
1465;1839;1707;500
1465;1839;1712;330
1465;1839;1713;360
1465;1839;1799;390
1465;1840;1707;555
1465;1840;1712;400
1465;1840;1713;665
1465;1840;1726;280
1465;1840;1799;250
1465;1841;1712;200
1465;1841;1726;260
1465;1841;1799;170
1465;1842;1705;900
1465;1842;1707;1550
1465;1842;1799;930
1465;1843;1707;120
1465;1843;1713;90
1465;1843;1726;80
1465;1843;1799;70
1465;1844;1711;380
1465;1844;1712;800
1465;1844;1713;360
1465;1845;1705;470
1465;1845;1707;520
1465;1845;1712;600
1465;1845;1713;410
1465;1845;1723;600
1465;1845;1799;390
1465;1846;1705;281
1465;1846;1707;311
1465;1846;1713;490
1465;1847;1705;330
1465;1847;1707;395
1465;1847;1713;420
1465;1847;1723;560
1465;1847;1799;300
1465;1848;1705;1670
1465;1848;1713;1630
1465;1848;1726;1600
1465;1849;1705;600
1465;1849;1707;330
1465;1850;1705;890
1465;1850;1707;530
1465;1850;1713;510
1465;1851;1705;560
1465;1851;1707;645
1465;1851;1713;300
1465;1852;1705;490
1465;1852;1713;390
1465;1852;1799;410
1465;1853;1705;270
1465;1853;1707;334
1465;1853;1713;220
1465;1853;1799;425
1465;1854;1705;340
1465;1854;1707;325
1465;1854;1713;295
1465;1855;1705;285
1465;1855;1707;345
1465;1855;1713;465
1465;1856;1705;285
1465;1856;1713;465
1465;1857;1705;410
1465;1857;1707;495
1465;1857;1712;600
1465;1857;1713;620
1465;1857;1799;390
1465;1858;1705;304
1465;1858;1707;334
1465;1858;1713;620
1465;1859;1705;480
1465;1859;1707;510
1465;1859;1712;350
1465;1859;1713;440
1465;1859;1749;1000
1465;1859;1799;370
1465;1860;1705;630
1465;1860;1713;395
1465;1860;1799;590
1465;1861;1705;285
1465;1861;1707;405
1465;1861;1712;450
1465;1861;1713;550
1465;1861;1752;490
1465;1861;1799;250
1465;1862;1705;305
1465;1862;1707;340
1465;1862;1712;430
1465;1863;1705;500
1465;1863;1707;190
1465;1863;1713;760
1465;1864;1705;990
1465;1866;1705;380
1465;1866;1707;656
1465;1866;1712;680
1465;1866;1713;580
1465;1866;1726;340
1465;1868;1705;750
1465;1868;1712;650
1465;1868;1713;330
1465;1868;1799;380
1465;1869;1705;400
1465;1869;1712;480
1465;1870;1726;220
1465;1871;1705;155
1465;1871;1707;715
1465;1871;1723;1000
1465;1871;1726;275
1465;1871;1799;185
1465;1872;1705;920
1465;1872;1707;1495
1465;1872;1726;890
1465;1872;1799;1350
1465;1873;1713;195
1465;1875;1705;830
1465;1875;1707;2760
1465;1875;1713;865
1465;1875;1752;1690
1465;1875;3341;1130
